"Feature"	"FeatureName"	"Mean.Timberlake_Field(n=5)"	"Mean.Timberlake_Lab(n=18)"	"StdErr.Timberlake_Field(n=5)"	"StdErr.Timberlake_Lab(n=18)"	"MWTest.UStat"	"MWTest.Pval"	"MWTest.adjPval"	"3300017993.Timberlake_Field"	"3300017994.Timberlake_Field"	"3300017930.Timberlake_Field"	"3300017936.Timberlake_Field"	"3300017927.Timberlake_Field"	"3300017822.Timberlake_Lab"	"3300017821.Timberlake_Lab"	"3300017937.Timberlake_Lab"	"3300018001.Timberlake_Lab"	"3300018006.Timberlake_Lab"	"3300017823.Timberlake_Lab"	"3300017995.Timberlake_Lab"	"3300017932.Timberlake_Lab"	"3300017926.Timberlake_Lab"	"3300017928.Timberlake_Lab"	"3300017942.Timberlake_Lab"	"3300018007.Timberlake_Lab"	"3300017924.Timberlake_Lab"	"3300017934.Timberlake_Lab"	"3300017933.Timberlake_Lab"	"3300017943.Timberlake_Lab"	"3300018012.Timberlake_Lab"	"3300017955.Timberlake_Lab"
"M00156"	"Cytochrome c oxidase, cbb3-type"	"497"	"328.777777777778"	"35.2817233139199"	"35.6416033943476"	"80"	"0.00671639573241404"	"0.0573236565999059"	"464"	"439"	"500"	"632"	"450"	"352"	"111"	"347"	"305"	"403"	"359"	"414"	"195"	"105"	"151"	"258"	"440"	"264"	"254"	"371"	"511"	"344"	"734"
"M00157"	"F-type ATPase, prokaryotes and chloroplasts"	"2677.4"	"2423.16666666667"	"122.448193126726"	"199.491367120373"	"62"	"0.226812089512318"	"0.478391016385176"	"2486"	"2531"	"2738"	"3132"	"2500"	"2127"	"1142"	"2583"	"2360"	"2740"	"2712"	"2736"	"1817"	"1334"	"1722"	"2343"	"2810"	"1804"	"1997"	"2402"	"3648"	"2495"	"4845"
"M00158"	"F-type ATPase, eukaryotes"	"8.6"	"3.77777777777778"	"1.20830459735946"	"0.747787829279141"	"79"	"0.012116071581018"	"0.0735076875146765"	"13"	"7"	"6"	"8"	"9"	"3"	"1"	"11"	"3"	"0"	"2"	"0"	"4"	"4"	"9"	"5"	"5"	"2"	"5"	"1"	"1"	"9"	"3"
"M00159"	"V/A-type ATPase, prokaryotes"	"361"	"756.722222222222"	"12.7867118525444"	"64.9448637724991"	"7"	"0.0051775317930025"	"0.0527820602231088"	"366"	"355"	"369"	"397"	"318"	"358"	"825"	"360"	"1224"	"757"	"847"	"551"	"762"	"567"	"617"	"972"	"692"	"370"	"912"	"614"	"938"	"912"	"1343"
"M00160"	"V-type ATPase, eukaryotes"	"0.8"	"1.5"	"0.374165738677394"	"0.561568764377243"	"40"	"0.724137968553327"	"0.846874218795069"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"10"	"0"	"1"	"4"	"2"
"M00162"	"Cytochrome b6f complex"	"204.4"	"313.111111111111"	"24.381550401892"	"42.8062124323467"	"32"	"0.36304199233261"	"0.646778695077999"	"160"	"144"	"247"	"271"	"200"	"260"	"132"	"83"	"195"	"459"	"471"	"390"	"188"	"93"	"151"	"249"	"319"	"119"	"453"	"353"	"589"	"410"	"722"
"M00163"	"Photosystem I"	"2.2"	"2.55555555555556"	"0.66332495807108"	"0.696500225085345"	"49.5"	"0.76173511715129"	"0.860413307207979"	"2"	"0"	"4"	"3"	"2"	"0"	"0"	"1"	"1"	"6"	"5"	"2"	"0"	"0"	"0"	"2"	"3"	"1"	"1"	"2"	"10"	"4"	"8"
"M00165"	"Reductive pentose phosphate cycle (Calvin cycle)"	"2793"	"3341.55555555556"	"104.141250232557"	"236.802629023758"	"28"	"0.218644191540567"	"0.478391016385176"	"2760"	"2800"	"2757"	"3150"	"2498"	"2571"	"2038"	"3314"	"3481"	"3374"	"3377"	"3369"	"3041"	"2514"	"2702"	"3964"	"3723"	"2331"	"2700"	"3064"	"4789"	"3369"	"6427"
"M00166"	"Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P"	"932.8"	"1178.83333333333"	"39.2089275548312"	"78.45386013406"	"22"	"0.0943267259056733"	"0.262256881874107"	"955"	"927"	"872"	"1068"	"842"	"831"	"816"	"1134"	"1338"	"1123"	"1188"	"1130"	"1163"	"950"	"980"	"1411"	"1322"	"815"	"921"	"1049"	"1658"	"1219"	"2171"
"M00167"	"Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P"	"1860.2"	"2162.72222222222"	"68.818166206315"	"159.946433140034"	"30"	"0.289934321970935"	"0.565988809379432"	"1805"	"1873"	"1885"	"2082"	"1656"	"1740"	"1222"	"2180"	"2143"	"2251"	"2189"	"2239"	"1878"	"1564"	"1722"	"2553"	"2401"	"1516"	"1779"	"2015"	"3131"	"2150"	"4256"
"M00168"	"CAM (Crassulacean acid metabolism), dark"	"625"	"539.722222222222"	"18.4715998224301"	"35.7848331654185"	"69"	"0.0795863175725876"	"0.237464866253168"	"651"	"628"	"572"	"676"	"598"	"397"	"291"	"673"	"548"	"579"	"517"	"534"	"435"	"384"	"399"	"642"	"645"	"484"	"481"	"480"	"697"	"568"	"961"
"M00169"	"CAM (Crassulacean acid metabolism), light"	"1120"	"1146.05555555556"	"39.9887484175236"	"97.4501874504722"	"46"	"0.97126214746352"	"1"	"1070"	"1105"	"1141"	"1260"	"1024"	"993"	"600"	"1047"	"1013"	"1345"	"1296"	"1294"	"888"	"607"	"768"	"1135"	"1310"	"807"	"1097"	"1174"	"1722"	"1164"	"2369"
"M00170"	"C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type"	"495"	"408.388888888889"	"12.6885775404495"	"28.5888294480278"	"73"	"0.037326517875717"	"0.148668817098977"	"536"	"496"	"466"	"506"	"471"	"328"	"219"	"555"	"402"	"409"	"406"	"414"	"334"	"269"	"292"	"464"	"486"	"377"	"347"	"372"	"560"	"379"	"738"
"M00171"	"C4-dicarboxylic acid cycle, NAD - malic enzyme type"	"994"	"973.277777777778"	"24.012496746486"	"66.5358916143169"	"50"	"0.745341614906832"	"0.846874218795069"	"991"	"993"	"982"	"1077"	"927"	"758"	"587"	"1094"	"904"	"1030"	"1005"	"992"	"805"	"660"	"709"	"1091"	"1133"	"821"	"881"	"889"	"1315"	"1010"	"1835"
"M00172"	"C4-dicarboxylic acid cycle, NADP - malic enzyme type"	"1392.2"	"1382.88888888889"	"36.86651597317"	"106.55017808645"	"51"	"0.691134952004517"	"0.828910220214568"	"1367"	"1396"	"1389"	"1519"	"1290"	"1171"	"738"	"1406"	"1252"	"1554"	"1499"	"1513"	"1099"	"817"	"961"	"1466"	"1616"	"1069"	"1271"	"1358"	"1984"	"1385"	"2733"
"M00173"	"Reductive citrate cycle (Arnon-Buchanan cycle)"	"8623.6"	"8608.88888888889"	"361.532100926045"	"647.100950236251"	"43"	"0.913845879520937"	"0.923915806568"	"8289"	"8246"	"8647"	"9998"	"7938"	"6507"	"5174"	"8407"	"8947"	"9752"	"9493"	"8946"	"6824"	"5026"	"5974"	"8951"	"9483"	"6086"	"8786"	"8267"	"12286"	"9374"	"16677"
"M00174"	"Methane oxidation, methanotroph, methane => formaldehyde"	"52.8"	"38"	"4.14004830889689"	"4.31443844375688"	"68"	"0.0931274344415501"	"0.262256881874107"	"56"	"39"	"60"	"61"	"48"	"41"	"9"	"26"	"61"	"46"	"48"	"49"	"29"	"20"	"21"	"23"	"46"	"33"	"21"	"44"	"69"	"23"	"75"
"M00175"	"Nitrogen fixation, nitrogen => ammonia"	"34.8"	"87.6666666666667"	"2.78208554864871"	"11.3200614331228"	"0.5"	"0.0010307375830162"	"0.0315233910805788"	"29"	"38"	"44"	"33"	"30"	"45"	"114"	"90"	"45"	"58"	"91"	"85"	"85"	"55"	"83"	"77"	"44"	"57"	"101"	"78"	"84"	"254"	"132"
"M00176"	"Assimilatory sulfate reduction, sulfate => H2S"	"1501"	"1402.05555555556"	"61.5044713821686"	"103.564304554818"	"60"	"0.289934321970935"	"0.565988809379432"	"1416"	"1443"	"1514"	"1734"	"1398"	"1155"	"860"	"1545"	"1404"	"1493"	"1371"	"1400"	"1110"	"944"	"1018"	"1534"	"1809"	"1063"	"1146"	"1272"	"1934"	"1439"	"2740"
"M00307"	"Pyruvate oxidation, pyruvate => acetyl-CoA"	"4017"	"4910.77777777778"	"167.527012747198"	"353.505050352249"	"24"	"0.129632381348628"	"0.330382527464906"	"4034"	"4029"	"3920"	"4575"	"3527"	"3769"	"2929"	"4700"	"5053"	"5218"	"5184"	"5029"	"4267"	"3654"	"3885"	"5530"	"5478"	"3410"	"4221"	"4606"	"7156"	"4797"	"9508"
"M00308"	"Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P"	"1021.2"	"1227.38888888889"	"40.2087055250477"	"98.258334273362"	"30"	"0.289934321970935"	"0.565988809379432"	"1002"	"978"	"997"	"1178"	"951"	"899"	"698"	"1257"	"1236"	"1316"	"1384"	"1286"	"955"	"704"	"841"	"1313"	"1365"	"797"	"1212"	"1140"	"1772"	"1487"	"2431"
"M00309"	"Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate"	"92.2"	"152.055555555556"	"6.56048778674269"	"17.0361921974861"	"12.5"	"0.0169361606991928"	"0.0879663144189688"	"83"	"99"	"91"	"113"	"75"	"91"	"106"	"86"	"196"	"140"	"209"	"159"	"113"	"108"	"91"	"193"	"124"	"94"	"198"	"118"	"194"	"131"	"386"
"M00338"	"Cysteine biosynthesis, homocysteine + serine => cysteine"	"416"	"437.111111111111"	"21.1305466091154"	"36.1045041718621"	"39"	"0.681771393662947"	"0.828910220214568"	"402"	"379"	"418"	"496"	"385"	"324"	"239"	"388"	"509"	"548"	"469"	"459"	"324"	"267"	"288"	"428"	"452"	"278"	"517"	"439"	"592"	"457"	"890"
"M00344"	"Formaldehyde assimilation, xylulose monophosphate pathway"	"162.4"	"238.166666666667"	"3.81575680566778"	"15.5400074023586"	"7"	"0.00516646921043896"	"0.0527820602231088"	"163"	"170"	"157"	"171"	"151"	"168"	"168"	"287"	"224"	"204"	"201"	"203"	"267"	"257"	"224"	"323"	"236"	"190"	"160"	"207"	"281"	"255"	"432"
"M00345"	"Formaldehyde assimilation, ribulose monophosphate pathway"	"596.4"	"792.833333333333"	"21.311030007956"	"58.7677521503967"	"20"	"0.0666884602811376"	"0.207412414603199"	"584"	"589"	"617"	"661"	"531"	"609"	"510"	"703"	"759"	"850"	"862"	"837"	"729"	"505"	"588"	"946"	"861"	"502"	"685"	"730"	"1113"	"956"	"1526"
"M00346"	"Formaldehyde assimilation, serine pathway"	"1958.6"	"1867.72222222222"	"69.5662274383195"	"136.96895802023"	"53"	"0.587357722369164"	"0.77819597151438"	"1967"	"1930"	"1859"	"2217"	"1820"	"1355"	"1135"	"1920"	"2068"	"2116"	"2013"	"1883"	"1461"	"1170"	"1298"	"1999"	"2140"	"1398"	"1801"	"1730"	"2611"	"1937"	"3584"
"M00356"	"Methanogenesis, methanol => methane"	"209.8"	"829.611111111111"	"15.0612084508515"	"92.5238756993955"	"0"	"0.000907769080441797"	"0.0302864775020127"	"190"	"208"	"249"	"236"	"166"	"490"	"836"	"294"	"943"	"926"	"1239"	"879"	"670"	"464"	"509"	"774"	"520"	"296"	"1334"	"778"	"1237"	"943"	"1801"
"M00357"	"Methanogenesis, acetate => methane"	"1785.8"	"2563.55555555556"	"69.3825626508563"	"213.161653074191"	"17"	"0.037326517875717"	"0.148668817098977"	"1759"	"1825"	"1794"	"1992"	"1559"	"1850"	"1915"	"1938"	"2698"	"2753"	"3155"	"2743"	"2127"	"1485"	"1719"	"2652"	"2406"	"1535"	"2802"	"2461"	"3909"	"2774"	"5222"
"M00358"	"Coenzyme M biosynthesis"	"173.8"	"150.055555555556"	"11.7064085013295"	"10.3990548282867"	"66"	"0.126048758089943"	"0.330382527464906"	"161"	"197"	"163"	"205"	"143"	"110"	"134"	"180"	"164"	"134"	"136"	"134"	"147"	"135"	"110"	"189"	"201"	"100"	"95"	"127"	"206"	"131"	"268"
"M00364"	"C10-C20 isoprenoid biosynthesis, bacteria"	"365.2"	"399.833333333333"	"13.2717745610751"	"30.4870324946"	"38.5"	"0.654561215607929"	"0.822785165903455"	"360"	"335"	"366"	"414"	"351"	"232"	"333"	"409"	"558"	"441"	"441"	"370"	"318"	"240"	"285"	"444"	"414"	"257"	"412"	"343"	"530"	"404"	"766"
"M00365"	"C10-C20 isoprenoid biosynthesis, archaea"	"93.4"	"179.944444444444"	"6.26578007912822"	"15.0958749120722"	"9"	"0.00811320442395868"	"0.0598414964458858"	"107"	"105"	"78"	"98"	"79"	"77"	"220"	"166"	"327"	"150"	"172"	"118"	"192"	"161"	"169"	"251"	"183"	"104"	"193"	"103"	"193"	"166"	"294"
"M00366"	"C10-C20 isoprenoid biosynthesis, plants"	"217.8"	"244.722222222222"	"12.5753727578947"	"22.1842854284503"	"36"	"0.538203215548753"	"0.762627722418503"	"213"	"183"	"225"	"260"	"208"	"153"	"185"	"210"	"298"	"299"	"296"	"252"	"171"	"103"	"149"	"237"	"242"	"146"	"271"	"243"	"352"	"288"	"510"
"M00367"	"C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"	"51.6"	"69.9444444444444"	"4.66476151587624"	"6.43238955904887"	"23.5"	"0.117434231968082"	"0.316899728913868"	"63"	"53"	"39"	"60"	"43"	"32"	"94"	"62"	"140"	"60"	"75"	"51"	"66"	"46"	"55"	"77"	"68"	"37"	"81"	"47"	"69"	"79"	"120"
"M00368"	"Ethylene biosynthesis, methionine => ethylene"	"455.4"	"438.833333333333"	"17.1248357656358"	"28.7539994376457"	"51"	"0.681697025147721"	"0.828910220214568"	"440"	"448"	"433"	"523"	"433"	"312"	"301"	"424"	"554"	"488"	"460"	"405"	"388"	"288"	"340"	"475"	"479"	"312"	"453"	"382"	"564"	"481"	"793"
"M00371"	"Castasterone biosynthesis, campesterol => castasterone"	"0.6"	"0.611111111111111"	"0.4"	"0.200308404192444"	"44.5"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"3"	"0"	"1"	"0"	"0"
"M00372"	"Abscisic acid biosynthesis, beta-carotene => abscisic acid"	"3.6"	"1.38888888888889"	"0.92736184954957"	"0.281672048781261"	"73.5"	"0.0326705054945625"	"0.139419482750052"	"4"	"1"	"2"	"6"	"5"	"2"	"0"	"3"	"1"	"4"	"0"	"1"	"2"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"3"	"1"	"2"
"M00373"	"Ethylmalonyl pathway"	"2994.6"	"2940.44444444444"	"142.938658171959"	"212.015525732856"	"53"	"0.587357722369164"	"0.77819597151438"	"3175"	"3072"	"2855"	"3350"	"2521"	"2208"	"1850"	"3234"	"3467"	"3047"	"3050"	"2867"	"2565"	"2138"	"2128"	"3352"	"3482"	"2311"	"2485"	"2708"	"4282"	"2216"	"5538"
"M00374"	"Dicarboxylate-hydroxybutyrate cycle"	"5183.8"	"5343.38888888889"	"208.731741716491"	"373.345545483815"	"42"	"0.856964545751731"	"0.903752839916337"	"5182"	"5145"	"5070"	"5911"	"4611"	"3722"	"3635"	"5342"	"6285"	"5844"	"5622"	"5302"	"4451"	"3475"	"3821"	"5856"	"5907"	"3877"	"5370"	"4985"	"7407"	"5230"	"10050"
"M00375"	"Hydroxypropionate-hydroxybutylate cycle"	"2517.4"	"2846.11111111111"	"104.838256376191"	"207.560509940729"	"36"	"0.538203215548753"	"0.762627722418503"	"2505"	"2472"	"2534"	"2867"	"2209"	"1939"	"2019"	"2609"	"3448"	"3120"	"3100"	"2762"	"2409"	"1897"	"2054"	"3177"	"3203"	"1998"	"2788"	"2650"	"4137"	"2503"	"5417"
"M00376"	"3-Hydroxypropionate bi-cycle"	"4319.4"	"4105.88888888889"	"186.945072146874"	"326.319572391959"	"52"	"0.638473654491961"	"0.813610524994964"	"4117"	"4054"	"4494"	"4973"	"3959"	"3198"	"2157"	"4112"	"4235"	"4708"	"4631"	"4335"	"3139"	"2348"	"2803"	"4147"	"4760"	"2899"	"3957"	"4069"	"6138"	"4230"	"8040"
"M00377"	"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)"	"917.6"	"919.777777777778"	"30.7678403532"	"63.759687489268"	"48"	"0.856964545751731"	"0.903752839916337"	"890"	"893"	"943"	"1022"	"840"	"581"	"663"	"965"	"1025"	"864"	"928"	"878"	"814"	"694"	"711"	"1026"	"1028"	"670"	"946"	"784"	"1226"	"974"	"1779"
"M00378"	"F420 biosynthesis"	"633"	"797.611111111111"	"31.8480768650165"	"65.1804001821194"	"25"	"0.146000828659327"	"0.364505470190293"	"615"	"666"	"603"	"735"	"546"	"562"	"459"	"656"	"769"	"929"	"893"	"819"	"701"	"585"	"593"	"870"	"813"	"562"	"683"	"780"	"1292"	"777"	"1614"
"M00415"	"Fatty acid elongation in endoplasmic reticulum"	"1.6"	"1.44444444444444"	"0.244948974278318"	"0.315422967634344"	"53.5"	"0.536438980600565"	"0.762627722418503"	"2"	"1"	"2"	"1"	"2"	"1"	"0"	"0"	"1"	"4"	"0"	"1"	"1"	"1"	"2"	"2"	"1"	"3"	"0"	"2"	"3"	"0"	"4"
"M00416"	"Cytochrome aa3-600 menaquinol oxidase"	"1"	"5.33333333333333"	"0.316227766016838"	"2"	"20"	"0.0647808651867789"	"0.207412414603199"	"2"	"1"	"0"	"1"	"1"	"2"	"1"	"37"	"4"	"3"	"3"	"0"	"0"	"11"	"9"	"1"	"4"	"6"	"7"	"0"	"4"	"2"	"2"
"M00417"	"Cytochrome o ubiquinol oxidase"	"169.2"	"154.944444444444"	"12.7491176165255"	"18.0879247306117"	"54.5"	"0.502229339173645"	"0.737272669906911"	"170"	"167"	"156"	"215"	"138"	"194"	"48"	"250"	"262"	"172"	"135"	"197"	"87"	"45"	"82"	"137"	"168"	"138"	"69"	"150"	"191"	"130"	"334"
"M00418"	"Toluene degradation, anaerobic, toluene => benzoyl-CoA"	"124.6"	"173.888888888889"	"15.2367975637927"	"22.3439964138999"	"30"	"0.289934321970935"	"0.565988809379432"	"116"	"93"	"152"	"168"	"94"	"117"	"80"	"98"	"266"	"194"	"217"	"218"	"97"	"62"	"86"	"171"	"172"	"69"	"133"	"180"	"381"	"219"	"370"
"M00419"	"Cymene degradation, p-cymene => p-cumate"	"0.6"	"0.833333333333333"	"0.4"	"0.202113020863611"	"37.5"	"0.573073807210023"	"0.77725181900007"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"3"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"2"	"1"	"0"
"M00422"	"Acetyl-CoA pathway, CO2 => acetyl-CoA"	"27.8"	"52.1666666666667"	"0.66332495807108"	"8.67241513730319"	"25.5"	"0.156314051580656"	"0.382448379534005"	"30"	"28"	"26"	"27"	"28"	"16"	"62"	"34"	"30"	"23"	"49"	"37"	"82"	"59"	"53"	"94"	"7"	"22"	"62"	"23"	"38"	"160"	"88"
"M00432"	"Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"	"2147.8"	"2064.66666666667"	"95.650091479308"	"168.271858314614"	"52"	"0.638473654491961"	"0.813610524994964"	"2105"	"2019"	"2240"	"2464"	"1911"	"1573"	"1115"	"1938"	"1964"	"2396"	"2327"	"2212"	"1523"	"1132"	"1371"	"2052"	"2446"	"1503"	"2054"	"2106"	"3152"	"2242"	"4058"
"M00433"	"Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"	"69.8"	"121.444444444444"	"8.61626369141521"	"13.0712532522001"	"19"	"0.0571622732661336"	"0.19424587304325"	"49"	"53"	"93"	"85"	"69"	"91"	"69"	"66"	"93"	"170"	"187"	"144"	"104"	"37"	"74"	"116"	"132"	"41"	"148"	"129"	"207"	"144"	"234"
"M00525"	"Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	"2473.4"	"2318.94444444444"	"101.921832793568"	"180.66153802543"	"54.5"	"0.502123657407421"	"0.737272669906911"	"2325"	"2357"	"2500"	"2860"	"2325"	"1730"	"1351"	"2399"	"2354"	"2570"	"2530"	"2345"	"1847"	"1496"	"1565"	"2500"	"2769"	"1628"	"2098"	"2125"	"3393"	"2453"	"4588"
"M00526"	"Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"	"2353.4"	"2171"	"99.0043433390677"	"169.953011576114"	"56"	"0.446016226336592"	"0.705551530454868"	"2233"	"2216"	"2386"	"2727"	"2205"	"1631"	"1261"	"2234"	"2245"	"2422"	"2367"	"2215"	"1720"	"1386"	"1447"	"2333"	"2580"	"1535"	"1970"	"1983"	"3182"	"2261"	"4306"
"M00527"	"Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"	"2650.8"	"2393.94444444444"	"112.719740950731"	"186.418891441881"	"60"	"0.289934321970935"	"0.565988809379432"	"2498"	"2506"	"2692"	"3075"	"2483"	"1763"	"1403"	"2501"	"2499"	"2640"	"2608"	"2406"	"1904"	"1542"	"1607"	"2577"	"2830"	"1684"	"2171"	"2180"	"3500"	"2543"	"4733"
"M00528"	"Nitrification, ammonia => nitrite"	"44.2"	"23.4444444444444"	"3.87814388593306"	"3.76188506339715"	"77"	"0.0187049682894183"	"0.0929940828772575"	"48"	"30"	"50"	"51"	"42"	"24"	"0"	"10"	"38"	"33"	"33"	"33"	"8"	"3"	"5"	"3"	"37"	"22"	"22"	"34"	"47"	"18"	"52"
"M00529"	"Denitrification, nitrate => nitrogen"	"752.6"	"601.444444444444"	"35.032270837044"	"47.4707493164804"	"74"	"0.0336041778479705"	"0.140144696252332"	"706"	"705"	"779"	"879"	"694"	"387"	"416"	"618"	"765"	"629"	"670"	"630"	"417"	"397"	"368"	"520"	"659"	"366"	"784"	"548"	"877"	"659"	"1116"
"M00530"	"Dissimilatory nitrate reduction, nitrate => ammonia"	"599.2"	"509.944444444444"	"29.5557101082007"	"41.1446890784331"	"67.5"	"0.100965996624691"	"0.276526274337773"	"558"	"579"	"592"	"714"	"553"	"364"	"298"	"524"	"601"	"573"	"588"	"549"	"366"	"352"	"359"	"447"	"579"	"305"	"556"	"489"	"733"	"477"	"1019"
"M00531"	"Assimilatory nitrate reduction, nitrate => ammonia"	"253.4"	"225.055555555556"	"11.3340195870662"	"18.8505425837242"	"61.5"	"0.23292252101267"	"0.485696393248011"	"252"	"293"	"240"	"257"	"225"	"202"	"123"	"259"	"280"	"226"	"257"	"239"	"151"	"106"	"128"	"203"	"308"	"186"	"198"	"200"	"346"	"218"	"421"
"M00532"	"Photorespiration"	"2570.2"	"2924.16666666667"	"114.158398727382"	"207.288395136269"	"33"	"0.403280929596719"	"0.660732594473196"	"2604"	"2565"	"2407"	"2972"	"2303"	"2131"	"1788"	"2939"	"3173"	"3098"	"3006"	"2855"	"2576"	"2200"	"2308"	"3431"	"3328"	"2066"	"2480"	"2624"	"4129"	"2895"	"5608"
"M00533"	"Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"	"112.6"	"105"	"9.59479025304879"	"7.85905247993376"	"56.5"	"0.412162403138449"	"0.672282675341381"	"140"	"121"	"87"	"120"	"95"	"54"	"55"	"171"	"117"	"88"	"77"	"113"	"102"	"115"	"104"	"116"	"121"	"110"	"70"	"75"	"139"	"93"	"170"
"M00534"	"Naphthalene degradation, naphthalene => salicylate"	"27.6"	"26.7777777777778"	"2.97657521322744"	"3.83359381515293"	"50"	"0.736939901607274"	"0.846874218795069"	"28"	"24"	"24"	"39"	"23"	"12"	"18"	"12"	"55"	"42"	"36"	"29"	"11"	"9"	"7"	"23"	"27"	"7"	"43"	"21"	"47"	"28"	"55"
"M00535"	"Isoleucine biosynthesis, pyruvate => 2-oxobutanoate"	"1384.8"	"1316.94444444444"	"64.7204758944185"	"111.938868477228"	"55"	"0.490950696900354"	"0.737272669906911"	"1326"	"1282"	"1480"	"1589"	"1247"	"996"	"706"	"1227"	"1269"	"1566"	"1489"	"1406"	"957"	"692"	"811"	"1243"	"1570"	"935"	"1379"	"1361"	"2031"	"1436"	"2631"
"M00537"	"Xylene degradation, xylene => methylbenzoate"	"56.4"	"104.944444444444"	"4.81248376620639"	"8.48469295403954"	"7.5"	"0.00578255551349847"	"0.0530549468363485"	"59"	"71"	"51"	"59"	"42"	"83"	"58"	"122"	"107"	"78"	"91"	"99"	"115"	"138"	"118"	"148"	"152"	"82"	"43"	"78"	"123"	"71"	"183"
"M00538"	"Toluene degradation, toluene => benzoate"	"102"	"220.333333333333"	"12.9691942694988"	"17.3403077974355"	"6"	"0.00172367678088502"	"0.0332941778202527"	"129"	"134"	"83"	"97"	"67"	"181"	"126"	"295"	"211"	"148"	"164"	"200"	"261"	"321"	"272"	"307"	"292"	"230"	"75"	"169"	"232"	"154"	"328"
"M00539"	"Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"	"240.6"	"143.944444444444"	"11.8852850197208"	"13.6818357285641"	"83"	"0.00516646921043896"	"0.0527820602231088"	"224"	"245"	"265"	"265"	"204"	"128"	"53"	"161"	"167"	"161"	"151"	"142"	"102"	"86"	"110"	"130"	"197"	"116"	"101"	"125"	"239"	"118"	"304"
"M00540"	"Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"	"188.8"	"263.5"	"11.4297856497836"	"23.7628878001245"	"19"	"0.055395405509822"	"0.194024504780178"	"189"	"197"	"187"	"221"	"150"	"220"	"142"	"252"	"328"	"260"	"275"	"285"	"211"	"177"	"199"	"256"	"292"	"184"	"208"	"261"	"433"	"192"	"568"
"M00541"	"Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"	"428.6"	"570.666666666667"	"30.9493134011079"	"72.5605899623637"	"33"	"0.403280929596719"	"0.660732594473196"	"355"	"395"	"498"	"507"	"388"	"500"	"220"	"174"	"510"	"808"	"748"	"736"	"349"	"194"	"343"	"440"	"667"	"249"	"728"	"697"	"1072"	"531"	"1306"
"M00542"	"EHEC/EPEC pathogenicity signature, T3SS and effectors"	"66.6"	"40.2222222222222"	"8.23164625090267"	"4.89601382182489"	"78.5"	"0.0138357518972524"	"0.0805987451792322"	"56"	"52"	"67"	"98"	"60"	"37"	"19"	"38"	"58"	"36"	"47"	"41"	"14"	"17"	"26"	"39"	"41"	"17"	"59"	"25"	"49"	"63"	"98"
"M00543"	"Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	"49.4"	"43.4444444444444"	"3.38526217596215"	"5.12537084404964"	"64.5"	"0.156211534646448"	"0.382448379534005"	"50"	"39"	"56"	"45"	"57"	"39"	"12"	"36"	"57"	"56"	"55"	"48"	"36"	"20"	"30"	"38"	"43"	"32"	"18"	"38"	"84"	"40"	"100"
"M00544"	"Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate"	"26.6"	"7.44444444444444"	"2.78567765543682"	"1.49119906620384"	"88"	"0.00148706738847031"	"0.0329849270501726"	"21"	"19"	"29"	"33"	"31"	"4"	"0"	"11"	"9"	"13"	"12"	"11"	"2"	"2"	"2"	"3"	"14"	"2"	"5"	"5"	"15"	"1"	"23"
"M00545"	"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	"736.4"	"848.277777777778"	"45.4891195782024"	"67.2006947110233"	"39"	"0.691134952004517"	"0.828910220214568"	"837"	"790"	"661"	"796"	"598"	"648"	"563"	"1104"	"969"	"696"	"650"	"767"	"987"	"881"	"768"	"1135"	"1091"	"720"	"429"	"634"	"1121"	"530"	"1576"
