#taxpath	ASW-S_2.bins	ASW-S_4.bins	ASW-S_5.bins	ASW_1.bins	ASW_2.bins	ASW_3.bins	ASW_4.bins	ASW_5.bins	Control1.bins	Control2.bins	Control3.bins	Control4.bins	Control5.bins	Field1.bins	Field2.bins	Field3.bins	Field4.bins	Field5.bins	SO4_1.bins	SO4_2.bins	SO4_3.bins	SO4_4.bins	SO4_5.bins
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_22009	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_199946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_192988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_189233	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_176272	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_164830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_164796	0	0	0	1	0	0	0	0	1	0	0	0	0	3	2	0	0	1	0	0	0	1	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_164757	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_162264	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	3	1	1	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_150048	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_143211	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_143183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_140618	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_135839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_134599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_127234	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_124111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_121828	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_106758	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__GWA2-38-13b;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_2002	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	3	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusZambryskibacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_212699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusZambryskibacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_209172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusYanofskybacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_8579	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusYanofskybacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_49539	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusYanofskybacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_22077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusYanofskybacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_185636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusYanofskybacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_152066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusYanofskybacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_133195	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	2	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusWolfebacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_220130	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusVogelbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_231183	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusVogelbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_178801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_9717	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_86010	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	3	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_38475	0	0	0	0	0	0	0	1	0	0	1	0	1	6	2	2	0	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_231179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_231177	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_209229	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_183967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_16801	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	2	4	0	1	2
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_164843	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_140658	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_118998	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	0	1	0	2	3	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusNomurabacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_99626	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusNomurabacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_84720	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	6	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusNomurabacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_6006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusNomurabacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_22168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusNomurabacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_209232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusNomurabacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_173942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusMoranbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_99637	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusMoranbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_201872	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusLiptonbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_209196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_99910	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_99373	0	0	1	0	0	0	0	0	0	2	0	0	1	3	1	4	4	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_99267	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	1	2	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_98733	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_98363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_97756	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	2	1	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_97279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_96079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_83750	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_8221	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_6334	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_54972	0	2	0	0	0	0	0	0	0	0	0	0	2	3	3	1	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_54937	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_54828	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_54816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_54783	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_54652	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	3	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_39377	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_38485	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_37012	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_37009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_231826	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	3	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_227006	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_227003	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_222524	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_221811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_178800	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_173893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_164992	0	0	1	0	0	0	0	0	0	0	0	0	5	4	2	3	2	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_164822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_155665	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_143383	0	0	0	0	2	0	0	0	0	0	0	0	1	4	3	2	4	3	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_138988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_124353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_115839	1	0	0	0	0	0	0	0	1	0	0	0	0	6	2	2	0	2	4	3	0	1	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_106416	0	0	0	0	1	0	0	0	0	0	0	0	0	5	4	0	2	3	0	2	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusJorgensenbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_220163	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusJorgensenbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_220161	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	2	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusJorgensenbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_209183	0	1	0	0	1	1	0	0	0	0	1	0	2	9	3	5	2	2	1	1	0	0	3
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusJorgensenbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_209165	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusColwellbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_231153	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusColwellbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_125123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusCampbellbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_29992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAzambacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_6337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAzambacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_231191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAzambacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_231190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAzambacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_220383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAzambacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_164840	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAdlerbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_98908	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	1	0	0	0	1	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAdlerbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_98782	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	1	3	2	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAdlerbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_98358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAdlerbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_98220	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAdlerbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_97726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAdlerbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_97590	0	0	0	0	0	0	0	0	0	0	1	0	1	1	12	5	7	6	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAdlerbacteria;family__unknown;genus__unknown;otu__silva_138_complink_cons_otu_6335	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
